Car ID,Car Name,Year,Age of Car,Distance,Owner,Fuel,Location,Drive,Type,Price,Ratings,Safety Rating,Color
2040,Tata Tiago,2018,6,103737,1,PETROL,TN-40,Manual,HatchBack,426000,1,1,Orange
2041,Hyundai Creta,2017,7,63613,1,PETROL,TS-09,Automatic,SUV,1017000,1,2,White
2042,Maruti Celerio,2016,8,26922,2,PETROL,TS-08,Automatic,HatchBack,433000,2,2,Black
2043,Hyundai Creta,2019,5,48494,1,CNG,HR-13,Automatic,SUV,1108000,5,2,Black
2044,Honda Brio,2015,9,50489,1,PETROL,HR-51,Manual,HatchBack,354000,2,1,White
2045,Maruti Vitara Brezza,2018,6,55927,1,DIESEL,KA-51,Automatic,SUV,960000,4,3,White
2046,Maruti Swift Dzire,2016,8,23687,1,PETROL,GJ-05,Manual,Sedan,822000,1,2,Black
2047,Maruti Alto 800,2016,8,50152,1,PETROL,TN-10,Manual,HatchBack,309000,2,3,Red
2048,Maruti IGNIS,2017,7,18649,1,PETROL,KA-05,Manual,HatchBack,640000,4,1,Red
2049,Maruti Ciaz,2016,8,84068,2,DIESEL,TN-12,Manual,Sedan,748000,1,1,Black
2050,Maruti Swift,2014,10,87656,2,PETROL,MH-12,Manual,HatchBack,416000,1,4,Black
2051,Hyundai Grand i10,2019,5,19350,1,PETROL,MH-12,Manual,HatchBack,561000,2,1,Black
2052,Honda City,2019,5,47456,1,PETROL,KA-01,Automatic,Sedan,1344000,3,5,Black
2053,Skoda Rapid,2019,5,77171,1,DIESEL,MH-04,Manual,Sedan,648000,5,3,Black
2054,Maruti Alto K10,2010,14,52162,1,PETROL,DL-2C,Manual,HatchBack,170000,4,1,Red
2055,Volkswagen Ameo,2017,7,98652,2,PETROL,DL-13,Manual,Sedan,220000,4,5,Black
2056,Maruti Celerio,2014,10,87970,2,CNG,MH-46,Manual,HatchBack,349000,3,4,Black
2057,Maruti Celerio,2018,6,124206,2,PETROL,TN-40,Manual,HatchBack,373000,3,3,White
2058,Hyundai Elite i20,2018,6,23568,2,PETROL,TS-08,Manual,HatchBack,762000,2,4,Black
2059,Renault TRIBER,2019,5,31661,1,PETROL,TS-07,Manual,SUV,691000,3,4,White
2060,Maruti Dzire,2020,4,22328,2,PETROL,UP-15,Manual,Sedan,681000,4,4,White
2061,Maruti Swift,2013,11,92389,2,DIESEL,AP-22,Manual,HatchBack,401000,1,4,Red
2062,Honda City,2012,12,36780,1,PETROL,MH-03,Manual,Sedan,383000,3,3,Blue
2063,Maruti IGNIS,2017,7,47470,1,PETROL,KA-03,Manual,HatchBack,502000,3,1,White
2064,Maruti New Wagon-R,2021,3,28231,1,CNG,MH-14,Manual,HatchBack,596000,2,5,Black
2065,Ford Ecosport,2019,5,45133,1,PETROL,KA-01,Manual,SUV,961000,5,5,Black
2066,Ford Ecosport,2017,7,14241,1,PETROL,DL-10,Manual,SUV,699000,4,4,Red
2067,Maruti Celerio,2021,3,61791,1,CNG,MH-46,Manual,HatchBack,535000,5,1,Orange
2068,Maruti Alto K10,2017,7,74340,2,PETROL,TS-10,Manual,HatchBack,326000,5,2,Black
2069,Maruti Alto 800,2015,9,25454,2,PETROL,KL-01,Manual,HatchBack,281000,2,5,Black
2070,KIA SONET,2022,2,7366,1,DIESEL,GJ-01,Automatic,SUV,1439000,3,3,White
2071,Hyundai i10,2012,12,49341,1,PETROL,AP-28,Manual,HatchBack,322000,5,5,Black
2072,Hyundai Verna,2015,9,45275,1,PETROL,WB-02,Manual,Sedan,489000,1,4,Orange
2073,Maruti Ciaz,2017,7,41912,1,PETROL,GJ-05,Automatic,Sedan,892000,1,3,Black
2074,Maruti Alto,2021,3,18663,1,PETROL,KA-04,Manual,HatchBack,469000,2,4,Red
2075,Renault Kwid,2021,3,11812,1,PETROL,DL-8C,Manual,HatchBack,458000,3,4,Red
2076,Renault Kwid,2017,7,88979,1,PETROL,GJ-07,Manual,HatchBack,282000,1,3,Orange
2077,Honda City,2021,3,30247,1,PETROL,TN-07,Manual,Sedan,1103000,2,2,Black
2078,Renault Kwid,2016,8,69198,1,PETROL,TS-15,Manual,HatchBack,317000,3,5,Red
2079,Hyundai Tucson New,2016,8,34725,2,PETROL,MH-03,Automatic,Lux_SUV,1261000,4,4,Red
2080,Hyundai Elite i20,2016,8,33655,2,PETROL,KA-53,Manual,HatchBack,740000,5,2,White
2081,Hyundai i10,2014,10,66490,1,PETROL,DL-10,Manual,HatchBack,294000,3,2,Black
2082,Hyundai Grand i10,2017,7,54876,2,PETROL,RJ-14,Manual,HatchBack,527000,2,3,White
2083,Honda Brio,2013,11,50574,1,PETROL,DL-8C,Manual,HatchBack,271000,2,4,Red
2084,Tata NEXON,2019,5,67271,1,DIESEL,KA-05,Manual,SUV,831000,1,1,Black
2085,Datsun Go,2017,7,30774,2,PETROL,KA-05,Manual,HatchBack,302000,5,2,White
2086,Maruti Wagon R 1.0,2014,10,68119,2,PETROL,MH-05,Manual,HatchBack,315000,2,3,White
2087,Maruti Alto 800,2015,9,68854,2,PETROL,TN-09,Manual,HatchBack,275000,3,5,Black
2088,Maruti S PRESSO,2021,3,25230,1,PETROL,KA-41,Manual,HatchBack,435000,1,2,Red
2089,Tata ALTROZ,2021,3,9934,1,PETROL,MH-05,Manual,HatchBack,756000,5,2,Red
2090,Maruti Baleno,2018,6,24390,2,PETROL,WB-02,Manual,HatchBack,555000,4,1,Black
2091,Tata NEXON,2019,5,70632,1,PETROL,DL-10,Automatic,SUV,862000,2,5,White
2092,Maruti IGNIS,2017,7,41089,3,PETROL,KA-19,Manual,HatchBack,522000,2,3,Black
2093,Hyundai i20,2013,11,77289,1,PETROL,KA-05,Manual,HatchBack,416000,4,5,Blue
2094,Renault Kwid,2018,6,79465,2,PETROL,KA-05,Automatic,HatchBack,386000,4,4,Blue
2095,Maruti Wagon R 1.0,2015,9,33901,1,PETROL,KA-03,Manual,HatchBack,394000,1,5,White
2096,Hyundai VENUE,2020,4,22814,2,PETROL,KA-51,Manual,SUV,927000,4,1,White
2097,KIA SELTOS,2020,4,99072,1,PETROL,TS-08,Automatic,SUV,1465000,5,2,Black
2098,Hyundai VENUE,2019,5,26338,1,PETROL,DL-6C,Automatic,SUV,1044000,4,3,Red
2099,Hyundai Elite i20,2016,8,90374,1,PETROL,TS-08,Manual,HatchBack,624000,2,2,Black
2100,Hyundai Elite i20,2018,6,91355,1,DIESEL,WB-24,Manual,HatchBack,515000,4,2,Black
2101,Hyundai Elite i20,2017,7,34803,1,PETROL,UP-16,Manual,HatchBack,577000,1,1,Black
2102,Renault Duster,2019,5,51146,1,DIESEL,MH-02,Automatic,SUV,922000,2,1,Black
2103,Maruti Baleno,2017,7,52527,1,DIESEL,TN-07,Manual,HatchBack,656000,5,5,Orange
2104,Tata NEXON,2021,3,33090,1,PETROL,TS-04,Manual,SUV,1020000,2,4,Black
2105,Renault Kwid,2016,8,59492,1,PETROL,TN-13,Manual,HatchBack,352000,3,1,Blue
2106,Maruti Alto K10,2016,8,32031,1,PETROL,HR-36,Manual,HatchBack,341000,4,5,Orange
2107,Hyundai i10,2010,14,76641,2,PETROL,WB-12,Manual,HatchBack,155000,4,5,White
2108,Hyundai Creta,2017,7,20134,1,PETROL,KA-04,Manual,SUV,983000,4,3,Red
2109,Maruti Baleno,2016,8,47741,2,PETROL,TS-12,Manual,HatchBack,545000,1,2,Black
2110,Hyundai i20,2010,14,87845,1,PETROL,WB-06,Manual,HatchBack,216000,5,4,Black
2111,KIA SELTOS,2019,5,54302,1,DIESEL,HR-26,Automatic,SUV,1592000,2,5,Red
2112,Hyundai Xcent,2015,9,40791,2,PETROL,MH-01,Manual,Sedan,444000,5,5,White
2113,Tata TIGOR,2019,5,47174,1,CNG,TN-18,Manual,Sedan,897000,2,5,Blue
2114,Tata NEXON,2020,4,41767,1,PETROL,TN-37,Automatic,SUV,842000,2,4,White
2115,KIA SONET,2022,2,5120,1,PETROL,GJ-01,Manual,SUV,1244000,2,4,Red
2116,Maruti Alto 800,2017,7,44990,2,PETROL,TS-07,Manual,HatchBack,300000,2,4,Red
2117,Honda Jazz,2019,5,32790,2,PETROL,KA-05,Automatic,HatchBack,787000,5,3,Black
2118,Honda Jazz,2018,6,35099,1,PETROL,GJ-01,Manual,HatchBack,610000,1,4,Black
2119,Hyundai Elite i20,2019,5,9350,1,PETROL,MH-47,Manual,HatchBack,736000,3,1,White
2120,Hyundai i10,2015,9,16726,1,PETROL,DL-7C,Manual,HatchBack,339000,4,3,Orange
2121,Maruti Celerio,2018,6,25683,1,CNG,MH-47,Manual,HatchBack,478000,4,1,White
2122,Maruti Wagon R 1.0,2018,6,68505,1,PETROL,BR-01,Manual,HatchBack,353000,4,5,Red
2123,Maruti Swift,2015,9,34422,2,PETROL,MH-02,Manual,HatchBack,485000,4,1,Red
2124,Maruti Dzire,2018,6,31458,2,PETROL,KA-03,Automatic,Sedan,601000,5,5,Black
2125,Maruti Dzire,2021,3,57978,1,PETROL,MH-01,Manual,Sedan,364000,5,3,Black
2126,Maruti Wagon R 1.0,2017,7,52293,1,CNG,MH-46,Manual,HatchBack,394000,5,5,Black
2127,Maruti Ertiga,2012,12,51468,3,CNG,MH-01,Manual,SUV,447000,2,3,Blue
2128,KIA SELTOS,2020,4,84335,1,DIESEL,DL-12,Manual,SUV,1080000,2,2,White
2129,Maruti Alto 800,2018,6,9370,1,PETROL,MH-46,Manual,HatchBack,336000,5,2,White
2130,Maruti S PRESSO,2020,4,18522,1,PETROL,GJ-38,Manual,HatchBack,408000,4,5,Red
2131,Skoda Rapid,2012,12,81645,1,DIESEL,KA-51,Manual,Sedan,438000,2,5,Red
2132,Maruti Baleno,2016,8,57404,1,DIESEL,TN-07,Manual,HatchBack,632000,3,2,Black
2133,Hyundai Grand i10,2016,8,64115,1,PETROL,TN-13,Manual,HatchBack,488000,5,3,Red
2134,Renault Kiger,2021,3,47055,1,PETROL,TS-09,Manual,HatchBack,679000,5,2,White
2135,Maruti IGNIS,2018,6,35339,1,PETROL,TS-07,Automatic,HatchBack,574000,5,4,White
2136,Maruti Swift,2021,3,74704,1,PETROL,TN-11,Manual,HatchBack,613000,5,1,Orange
2137,Maruti S PRESSO,2022,2,45872,1,PETROL,KA-16,Manual,HatchBack,505000,4,2,Red
2138,Ford Endeavour,2019,5,94389,1,DIESEL,GJ-02,Manual,Lux_SUV,2192000,1,1,Red
2139,Hyundai Grand i10,2017,7,34868,1,PETROL,TN-05,Manual,HatchBack,538000,3,5,Black
2140,Hyundai Eon,2018,6,86198,2,PETROL,KA-02,Manual,HatchBack,307000,1,3,Blue
2141,Maruti Baleno,2016,8,72160,1,PETROL,MH-48,Manual,HatchBack,530000,2,3,Red
2142,Maruti A Star,2010,14,18589,1,PETROL,DL-2C,Manual,HatchBack,150000,1,2,Black
2143,Maruti Wagon R 1.0,2014,10,64500,1,CNG,MH-02,Manual,HatchBack,349000,2,2,White
2144,Maruti Swift Dzire,2015,9,38272,1,PETROL,MH-02,Automatic,Sedan,885000,2,1,Black
2145,Hyundai Grand i10,2017,7,35617,1,PETROL,GJ-03,Manual,HatchBack,550000,5,4,Black
2146,Maruti Celerio,2018,6,23079,2,PETROL,KA-51,Manual,HatchBack,493000,1,3,Orange
2147,Hyundai Elite i20,2015,9,62978,3,PETROL,TN-09,Manual,HatchBack,539000,2,5,White
2148,Hyundai Elite i20,2018,6,72131,1,DIESEL,KA-04,Manual,HatchBack,734000,2,2,Black
2149,Renault Kwid,2017,7,46351,2,PETROL,MH-12,Manual,HatchBack,325000,5,5,Black
2150,Maruti Wagon R 1.0,2012,12,42217,2,PETROL,TS-08,Manual,HatchBack,331000,5,4,Blue
2151,Renault Kwid,2022,2,4139,1,PETROL,GJ-01,Manual,HatchBack,551000,2,4,White
2152,Maruti Baleno,2017,7,68726,1,PETROL,MH-01,Manual,HatchBack,611000,2,3,Red
2153,Maruti Baleno,2017,7,44339,1,PETROL,TS-08,Manual,HatchBack,658000,5,4,Black
2154,Volkswagen Polo,2017,7,54327,1,PETROL,TS-07,Manual,HatchBack,661000,5,2,White
2155,Honda City,2010,14,56253,2,PETROL,DL-3C,Manual,Sedan,245000,2,2,Black
2156,Toyota Corolla Altis,2010,14,50952,1,DIESEL,MH-03,Manual,Lux_sedan,445000,5,5,White
2157,Tata Tiago,2020,4,28971,2,PETROL,TN-22,Automatic,HatchBack,640000,4,3,White
2158,Hyundai Creta,2016,8,87921,1,PETROL,MH-02,Automatic,SUV,946000,3,2,Red
2159,Hyundai Creta,2017,7,99215,1,DIESEL,TS-02,Automatic,SUV,1154000,4,3,Black
2160,Tata NEXON,2021,3,18009,1,PETROL,PB-10,Manual,SUV,885000,4,2,White
2161,Hyundai Grand i10,2020,4,16996,1,PETROL,UP-32,Manual,HatchBack,540000,3,3,Black
2162,Hyundai Verna,2018,6,95329,1,PETROL,RJ-45,Manual,Sedan,843000,5,3,Black
2163,Maruti Wagon R 1.0,2012,12,36703,1,PETROL,MH-31,Manual,HatchBack,274000,1,5,White
2164,Honda Amaze,2020,4,38595,1,PETROL,UP-16,Automatic,Sedan,963000,2,1,Black
2165,Maruti Baleno,2019,5,44561,1,PETROL,DL-10,Manual,HatchBack,633000,3,2,White
2166,MG HECTOR,2019,5,24618,1,DIESEL,GJ-05,Manual,SUV,1308000,2,5,Blue
2167,Tata TIGOR,2020,4,14112,1,PETROL,PB-36,Manual,Sedan,566000,5,4,Blue
2168,Maruti Baleno,2019,5,35545,1,PETROL,TS-10,Manual,HatchBack,772000,3,2,Black
2169,Renault Kiger,2021,3,11647,1,PETROL,DL-14,Manual,HatchBack,838000,4,4,Blue
2170,Hyundai i10,2011,13,69378,1,PETROL,KA-51,Automatic,HatchBack,332000,2,4,White
2171,Maruti Celerio,2018,6,19557,2,PETROL,KA-03,Automatic,HatchBack,525000,3,4,Black
2172,Maruti Swift,2013,11,74923,1,PETROL,GJ-06,Manual,HatchBack,391000,3,4,Black
2173,Maruti Vitara Brezza,2016,8,91429,2,DIESEL,HR-26,Manual,SUV,643000,5,1,Orange
2174,Maruti Celerio,2019,5,93348,1,CNG,MH-12,Manual,HatchBack,480000,5,1,Black
2175,Maruti Wagon R 1.0,2013,11,45198,1,PETROL,KA-04,Manual,HatchBack,384000,3,2,Black
2176,Maruti Swift Dzire,2013,11,73371,1,PETROL,HR-29,Manual,Sedan,398000,5,1,Blue
2177,Maruti Wagon R 1.0,2016,8,63881,1,PETROL,DL-5C,Manual,HatchBack,350000,2,2,Red
2178,Maruti Swift Dzire,2014,10,90396,1,DIESEL,TS-07,Manual,Sedan,500000,5,2,Black
2179,Maruti Wagon R 1.0,2013,11,60248,2,PETROL,KA-41,Manual,HatchBack,299000,4,3,Black
2180,Renault Kiger,2021,3,7450,1,PETROL,UP-78,Manual,HatchBack,739000,4,2,Black
2181,Honda City,2017,7,63709,1,DIESEL,MH-12,Automatic,Sedan,1138000,5,1,Blue
2182,Maruti Alto,2019,5,39925,1,PETROL,GJ-19,Manual,HatchBack,309000,1,1,White
2183,Maruti Swift,2012,12,97868,1,DIESEL,KA-34,Manual,HatchBack,456000,3,4,Blue
2184,Maruti Vitara Brezza,2019,5,61307,1,DIESEL,HR-30,Manual,SUV,789000,4,1,Black
2185,Honda City,2015,9,86315,1,DIESEL,MH-08,Manual,Sedan,781000,3,1,Red
2186,Maruti Swift,2014,10,51105,2,PETROL,KA-03,Manual,HatchBack,472800,1,4,Black
2187,Maruti Alto 800,2018,6,50603,1,PETROL,TN-12,Manual,HatchBack,315000,2,3,Blue
2188,Maruti Vitara Brezza,2018,6,90598,2,DIESEL,UP-32,Manual,SUV,701000,4,1,White
2189,Hyundai GRAND I10 NIOS,2019,5,25955,2,PETROL,WB-20,Automatic,HatchBack,565000,1,1,Black
2190,Maruti Swift,2021,3,21547,2,PETROL,HR-26,Automatic,HatchBack,802000,2,4,Black
2191,Maruti Alto,2021,3,26838,1,CNG,DL-6C,Manual,HatchBack,437000,3,1,White
2192,Toyota URBAN CRUISER,2021,3,52691,1,PETROL,PB-02,Automatic,SUV,1017000,4,2,Orange
2193,Maruti New Wagon-R,2019,5,8834,1,PETROL,DL-8C,Manual,HatchBack,554000,3,5,Black
2194,Honda City,2019,5,32764,1,PETROL,BR-01,Manual,Sedan,677000,2,5,Red
2195,Volkswagen Polo,2018,6,27132,1,PETROL,DL-10,Manual,HatchBack,612000,2,2,Black
2196,Renault Kiger,2021,3,14463,1,PETROL,KA-03,Manual,HatchBack,912000,4,1,Black
2197,Maruti Wagon R 1.0,2018,6,78901,1,CNG,MH-05,Manual,HatchBack,456000,3,1,Black
2198,Hyundai Elite i20,2016,8,84825,2,PETROL,UP-14,Manual,HatchBack,534000,3,2,Black
2199,Maruti Swift,2014,10,69860,1,PETROL,DL-13,Manual,HatchBack,397000,2,4,Blue
2200,Maruti Wagon R 1.0,2017,7,83980,1,PETROL,TS-08,Automatic,HatchBack,443000,3,1,Black
2201,Maruti Vitara Brezza,2018,6,43109,1,DIESEL,DL-3C,Manual,SUV,682000,1,2,Black
2202,Volkswagen Vento,2019,5,104243,1,DIESEL,RJ-14,Manual,Sedan,397000,1,4,Black
2203,Maruti IGNIS,2021,3,14998,1,PETROL,DL-9C,Manual,HatchBack,566000,1,5,Black
2204,Honda WR-V,2017,7,71649,1,DIESEL,MH-12,Manual,SUV,809000,2,3,Red
2205,Maruti Baleno,2018,6,20255,1,DIESEL,MH-43,Manual,HatchBack,653000,3,5,White
2206,Maruti S PRESSO,2020,4,21336,1,PETROL,DL-8C,Manual,HatchBack,398000,3,5,White
2207,Hyundai AURA,2020,4,35860,1,PETROL,UP-53,Manual,Sedan,773000,2,1,Black
2208,Honda City,2017,7,95291,1,PETROL,TN-06,Automatic,Sedan,691000,1,2,Blue
2209,Honda Amaze,2018,6,18487,1,PETROL,UP-14,Manual,Sedan,526000,5,4,White
2210,Maruti Alto K10,2019,5,12639,2,PETROL,MH-01,Automatic,HatchBack,395000,4,1,Red
2211,Honda Brio,2012,12,90671,2,PETROL,KA-03,Manual,HatchBack,306000,4,4,Orange
2212,Maruti Ciaz,2018,6,28048,1,PETROL,GJ-01,Manual,Sedan,820000,5,5,Black
2213,Tata Tiago,2018,6,64666,1,PETROL,MH-12,Manual,HatchBack,497800,3,3,Black
2214,Mahindra TUV300,2018,6,62707,2,DIESEL,TS-08,Manual,SUV,812000,4,5,Black
2215,Hyundai VENUE,2021,3,2195,1,DIESEL,DL-5C,Manual,SUV,1214000,2,4,White
2216,Maruti Alto,2022,2,11261,2,PETROL,GJ-03,Manual,HatchBack,419000,4,5,Black
2217,Hyundai Creta,2017,7,105384,2,PETROL,TN-40,Manual,SUV,799000,1,2,White
2218,Ford Ecosport,2021,3,11915,1,PETROL,MH-14,Automatic,SUV,1098000,5,5,White
2219,Maruti Baleno,2017,7,76971,1,PETROL,KA-01,Manual,HatchBack,585000,4,2,White
2220,Maruti Celerio X,2019,5,111212,2,PETROL,TN-40,Manual,HatchBack,437000,5,1,Red
2221,Honda WR-V,2017,7,34266,1,PETROL,KA-32,Manual,SUV,811000,3,4,Black
2222,Maruti Swift Dzire,2012,12,48563,2,PETROL,GJ-06,Manual,Sedan,578000,1,4,Black
2223,Hyundai NEW I20,2021,3,73768,1,PETROL,TN-10,Manual,HatchBack,753000,4,5,Black
2224,Hyundai Verna,2014,10,94941,1,PETROL,MH-43,Manual,Sedan,510000,1,4,Black
2225,Toyota Etios,2011,13,42508,1,PETROL,MH-12,Manual,Sedan,555000,3,1,White
2226,Hyundai Grand i10,2017,7,28851,1,PETROL,MH-40,Manual,HatchBack,485000,3,4,Blue
2227,Hyundai Eon,2018,6,26858,1,PETROL,GJ-05,Manual,HatchBack,338000,2,4,Blue
2228,Maruti Alto 800,2018,6,33043,1,PETROL,PB-70,Manual,HatchBack,326000,1,4,White
2229,Mahindra Scorpio,2019,5,86765,2,DIESEL,TS-08,Manual,SUV,1405000,3,5,Black
2230,Renault Kwid,2017,7,64024,1,PETROL,KA-02,Manual,HatchBack,374000,5,1,White
2231,Hyundai Grand i10,2014,10,44106,1,PETROL,KA-53,Manual,HatchBack,425000,5,1,Red
2232,Renault Duster,2019,5,47944,1,PETROL,DL-7C,Manual,SUV,762000,5,1,Blue
2233,Hyundai Elite i20,2018,6,56074,1,DIESEL,PB-91,Manual,HatchBack,741000,5,4,Blue
2234,Renault Kwid,2019,5,12153,1,PETROL,DL-12,Manual,HatchBack,444000,3,2,White
2235,Ford Ecosport,2017,7,91641,1,PETROL,HR-26,Automatic,SUV,651000,3,1,Black
2236,Maruti Wagon R 1.0,2015,9,28999,1,PETROL,UP-14,Manual,HatchBack,338000,5,4,Red
2237,Hyundai i20 Active,2016,8,26452,1,PETROL,TN-22,Manual,HatchBack,659000,4,5,Black
2238,Maruti Alto 800,2018,6,63556,1,PETROL,TN-09,Manual,HatchBack,341000,2,5,Black
2239,Maruti Dzire,2018,6,76611,1,PETROL,GJ-10,Automatic,Sedan,689000,4,5,Red
2240,Hyundai Creta,2015,9,93177,1,PETROL,WB-12,Manual,SUV,571000,3,2,Blue
2241,Tata NEXON,2021,3,28414,1,PETROL,PB-27,Manual,SUV,876000,5,1,Black
2242,Maruti Alto 800,2019,5,37817,1,PETROL,RJ-02,Manual,HatchBack,326000,4,2,Red
2243,Maruti Ciaz,2016,8,42925,1,PETROL,KA-50,Automatic,Sedan,705000,4,1,White
2244,Tata ALTROZ,2022,2,6833,1,PETROL,GJ-01,Automatic,HatchBack,919000,2,5,Orange
2245,Hyundai Elite i20,2016,8,71941,2,PETROL,UP-14,Manual,HatchBack,521000,5,1,Black
2246,Maruti Baleno,2017,7,22223,1,PETROL,KA-51,Automatic,HatchBack,757000,5,2,Black
2247,Maruti Celerio,2015,9,62728,1,PETROL,KA-04,Automatic,HatchBack,483000,1,4,White
2248,Maruti Ciaz,2019,5,59015,1,PETROL,PB-91,Automatic,Sedan,955000,5,2,Orange
2249,Toyota YARIS,2018,6,90619,1,PETROL,PB-08,Manual,Sedan,700000,2,1,Red
2250,Hyundai Verna,2017,7,26830,1,PETROL,KA-41,Manual,Sedan,467000,3,3,Black
2251,Maruti Dzire,2017,7,76526,1,PETROL,MH-14,Manual,Sedan,584000,2,4,Black
2252,Tata ALTROZ,2021,3,20660,1,PETROL,BR-01,Manual,HatchBack,736000,4,5,Blue
2253,Maruti Vitara Brezza,2018,6,36428,1,DIESEL,HR-10,Automatic,SUV,779000,5,5,Blue
2254,Maruti Ciaz,2021,3,17752,1,PETROL,TN-06,Manual,Sedan,761000,2,5,Black
2255,Hyundai Elite i20,2014,10,76697,3,DIESEL,TN-02,Manual,HatchBack,520000,5,1,Black
2256,Maruti Swift,2014,10,69859,1,PETROL,DL-1C,Manual,HatchBack,345000,4,3,Orange
2257,Honda Jazz,2017,7,50649,1,PETROL,MH-05,Manual,HatchBack,561000,3,3,Orange
2258,Maruti Wagon R 1.0,2015,9,48394,1,PETROL,KA-55,Manual,HatchBack,418000,3,2,White
2259,Maruti Alto 800,2016,8,60497,1,PETROL,TN-99,Manual,HatchBack,307000,5,5,Black
2260,Toyota YARIS,2021,3,35877,1,PETROL,GJ-01,Automatic,Sedan,916000,4,1,Black
2261,Maruti Swift,2018,6,80955,1,PETROL,TS-07,Manual,HatchBack,644000,5,4,Red
2262,Maruti Baleno,2016,8,81484,2,PETROL,TN-05,Manual,HatchBack,564000,2,5,Black
2263,Renault Kwid,2017,7,47400,2,PETROL,TN-64,Automatic,HatchBack,378000,4,5,Orange
2264,Renault TRIBER,2022,2,5303,1,PETROL,MH-12,Manual,SUV,719000,5,3,White
2265,Renault Duster,2020,4,11172,1,PETROL,KA-03,Manual,SUV,1038000,4,3,Blue
2266,Maruti Swift,2020,4,57109,1,PETROL,GJ-27,Manual,HatchBack,592000,4,2,Red
2267,Hyundai AURA,2021,3,80881,2,PETROL,TN-12,Manual,Sedan,407000,3,2,Black
2268,Maruti Dzire,2019,5,83314,1,PETROL,GJ-05,Manual,Sedan,627000,4,1,Black
2269,Datsun Go Plus,2018,6,12424,1,PETROL,GJ-27,Manual,HatchBack,329000,2,3,White
2270,Tata Tiago,2019,5,68912,1,PETROL,TS-07,Manual,HatchBack,566350,5,4,White
2271,Maruti Alto 800,2016,8,66948,2,PETROL,TS-15,Manual,HatchBack,257000,2,1,Red
2272,Tata Tiago,2018,6,24067,1,PETROL,TS-10,Manual,HatchBack,502000,5,2,White
2273,Maruti Baleno,2021,3,17802,1,PETROL,RJ-45,Manual,HatchBack,657000,1,4,Black
2274,Mahindra Kuv100,2017,7,95346,2,PETROL,UP-14,Manual,SUV,341000,3,4,Orange
2275,Maruti Alto K10,2019,5,28315,1,PETROL,GJ-05,Manual,HatchBack,381000,5,2,White
2276,Hyundai GRAND I10 NIOS,2021,3,27546,1,PETROL,MP-09,Automatic,HatchBack,692000,3,5,Red
2277,Maruti Ertiga,2021,3,78592,1,CNG,PB-08,Manual,SUV,1004000,2,5,Black
2278,Honda WR-V,2018,6,90213,1,PETROL,GJ-18,Manual,SUV,685000,5,5,Orange
2279,Maruti Alto 800,2016,8,65374,1,PETROL,MH-49,Manual,HatchBack,266000,5,3,Orange
2280,Tata TIGOR,2018,6,74369,1,PETROL,DL-3C,Manual,Sedan,272000,3,5,Black
2281,Hyundai Verna,2012,12,80132,2,DIESEL,TS-01,Manual,Sedan,450000,2,5,White
2282,Volkswagen Polo,2011,13,88120,1,PETROL,DL-7C,Manual,HatchBack,258000,2,4,White
2283,Maruti Baleno,2018,6,78631,1,DIESEL,KA-05,Manual,HatchBack,628000,5,1,White
2284,Hyundai i20,2011,13,62929,1,PETROL,UP-80,Manual,HatchBack,280000,1,1,White
2285,Maruti Celerio,2018,6,44110,2,CNG,MH-12,Manual,HatchBack,530000,5,4,White
2286,Honda City,2014,10,45165,2,PETROL,PB-02,Manual,Sedan,779000,2,3,Red
2287,Maruti Wagon R 1.0,2014,10,99368,2,CNG,MH-04,Manual,HatchBack,382000,4,4,Black
2288,Honda Brio,2015,9,73634,1,PETROL,KA-05,Manual,HatchBack,413000,1,1,White
2289,Mahindra XUV500,2018,6,83294,2,DIESEL,HR-26,Manual,Lux_SUV,1086000,2,2,White
2290,Maruti Celerio,2015,9,77422,1,PETROL,MH-04,Manual,HatchBack,341000,1,3,Red
2291,Maruti Swift,2014,10,63998,1,PETROL,MP-09,Manual,HatchBack,457000,2,4,White
2292,Maruti Swift,2014,10,65544,1,PETROL,HR-51,Manual,HatchBack,419000,2,5,Black
2293,Honda City,2012,12,72618,1,PETROL,HR-36,Manual,Sedan,771000,4,2,Black
2294,Renault Kwid,2016,8,16528,2,PETROL,MH-12,Manual,HatchBack,378000,2,4,Black
2295,Maruti Swift,2018,6,36789,1,PETROL,KA-51,Manual,HatchBack,657000,4,2,White
2296,Hyundai Grand i10,2017,7,43025,1,PETROL,GJ-27,Automatic,HatchBack,559000,5,4,White
2297,Maruti Zen Estilo,2010,14,79176,2,PETROL,MH-27,Manual,HatchBack,159000,1,3,White
2298,Datsun Redi Go,2017,7,115401,1,PETROL,TN-40,Manual,HatchBack,213000,3,2,Black
2299,Maruti Swift,2017,7,11316,1,PETROL,DL-2C,Manual,HatchBack,470000,5,5,Red
2300,Honda City,2016,8,87335,1,PETROL,TS-08,Manual,Sedan,653000,4,1,Black
2301,Tata NEXON,2021,3,24218,1,PETROL,RJ-23,Automatic,SUV,1049000,3,3,Red
2302,Hyundai i10,2010,14,81176,2,PETROL,CH-01,Manual,HatchBack,170000,3,1,Black
2303,Maruti Swift,2014,10,74938,2,PETROL,KA-53,Manual,HatchBack,531000,4,4,White
2304,Hyundai Grand i10,2019,5,40434,1,PETROL,PB-07,Manual,HatchBack,573000,1,1,White
